,id,text,category
51,1539096496393621512,White Tail deer are rigging elections in favor of democrats. Don't eat meat and take away our guns? I think the lefts agenda is based on either mind control by the deer or they are all deer in disguise. #hunting #democrats #NRA #guns #2ndAmendment #PETA #politics #GunControl,politics
52,1539095783215095808,"“this is the hardest we’ve ever florida truthed”

ok but what about the 'meat' of the question...  Is Biden a 'grifter', or is he 'unblemished' as a public servant? #biden #florida #politics #vote @Fourliquin @sapnaplive",politics
53,1539081138970443778,"#UddhavThackeray has called meeting of his MLAs at 12 noon at his Official residence Varsha. Interestingly His cabinet colleague Minister #EknathShinde  is not reachable. According to sources post Council election , Shinde is not reachable. #maharastra #Mumbai #Politics #News",politics
54,1539060973142564864,"@9NewsAUS Are the words ‘fun’ or even ‘perspective’ included in the communist / totalitarian dictionary?! 

This chap needs a serious laugh (excuse the oxymoron) and a few less antidepressants! 

#9News @RitaPanahi #laughter #communism #totalitarianism #green #perspective #politics #albo",politics
55,1539059044274405376,"@disclosetv Companies, Corporations, and individuals are trying to make up for the last 2.5 years of loss and many do not want Biden to succeed ~ #capitalism #Politics",politics
56,1539043930401931265,Anyone remember when there was the alt-right… now it’s just the right. #politics @elonmusk #politics #rightwing #liberal @joerogan #writerslift #writerscommunity,politics
57,1539035382515482624,"@SugBouvier @SundaeDivine @JoeBiden Yes, yes but what about Trump?” Typical Leftist. Ignore the depravity as long as your party is in power. #biden #trump #politics #vote @JohnJacobs65 @rfkutschman",politics
58,1539034452717981697,"@GoVoteRight Thanks for the follow, but you may have misunderstood my #politics 
I voted for #Biden because he wasn't #Trump, but dislike his #guncontrol diatribes. I'm not fond of either side &amp; wish they would start running adults for #President",politics
59,1539026331832393729,"#Biden on #ClimateChange and #Energy takeaways
Due to the Ukraine and Russian War causing a global problem with climate change. Nations coming together to stabilize global energy. #Politics",politics
60,1539005301554307072,"@Fwd_Party, do you have any candidates for any political seats in this up coming election?  Including local elections?  #Fwd_Party #2022elections #politics #ForwardParty #elections",politics
61,1538993470978904064,I just for the first time in my #life got the feeling of wanting to vomit after seeing something #Trending  in #Egypt . I said i would stop talking about #politics / this country in a previous #tweet however i couldn't not tweet after seeing the #news,politics
62,1538981472664690689,".. . about Transgender women ban in Women’s Swimming 

How many of these female athletes doing interviews on TV against Transgender women in swimming have attempted to gain an advantage over other women by using HGH or Performance Enhancing Drugs?
.
#Politics, #World,  #News",politics
63,1538978503449841667,"Truly the Rev Chris Okotie is pregnant but where &amp; how to deliver is his problem and unfortunately, the midwife which are the masses of Nigeria never has time for him needless of giving him aid #politics #chrisokotie #democracy #Tinubu #atiku #obi #Governance #interime #election",politics
64,1538975175902998529,"On #YouTube, the top #News &amp; #Politics videos for 2022/06/20@12:00 are from:
1. Fox News
2. Late Night with Seth Meyers
3. Jimmy Kimmel Live
4. The Daily Show with Trevor Noah
5. PBS NewsHour
6. LastWeekTonight
7. NBC News
8. ABC News
9. Skip and Shannon: UNDISPUTED
10. MSNBC",politics
65,1538970767143997440,Just did a live about #PoliticsToday  #Politics #Trending #GASisWATCHING  #Gas #Truth #Fact  #wellness  #MONEY #inflation #freedom,politics
66,1538965309675249673,"#Election #domains on sale

𝘃𝗼𝘁𝗲𝘀.𝘄𝗼𝗿𝗸
𝘃𝗼𝘁𝗶𝗻𝗴.𝘄𝗼𝗿𝗸
𝗰𝗮𝗺𝗽𝗮𝗶𝗴𝗻𝗶𝗻𝗴.𝘄𝗼𝗿𝗸
𝗰𝗮𝗺𝗽𝗮𝗶𝗴𝗻𝘀.𝘄𝗼𝗿𝗸

They do! (Say them aloud)

#ads #votes #voting #campaigning #campaigns #politic #elections #vote #political #politics #republican #democrat #campaign",politics
67,1538939377061187586,"""If the Republican Party continues to disenfranchise voters, you don't have a tent,"" a caller told The Todd Starnes Show. ""You have a lean-to.""

#politics #elections",politics
68,1538938848574578688,Everything is emotionally driven to incite a reaction. #politics #tech #propaganda #media #news,politics
69,1538938266572967937,"One of the worst things we can do is bring post-modernistic ideologies from our real work politics into this space. Diversity, equity, and inclusion being pushed heavily in Canada is one of these dangerous ideas. 2/N #politics #capitalism #web3 #nfts #business #value",politics
70,1538937468694708225,"One of the beautiful things about Web3 is it’s capitalistic foundation. Let the cream rise to the top, let the ponzie projects and money grabs sink and fail. 1/N #nfts #crypto #web3 #future #politics #capitalism #individualism #business",politics
71,1538933017183260672,@LatinoUSA @theatre_acedtla @Maria_Hinojosa @officialDannyT @marcellacomedy Love the show but yesterday was troubling. My takeaway ‘if #Democrats don’t fix #WomensRights by November then why bother to vote for them’ this is troubling. #politics is ongoing #battle @harrisonjaime @DNC @VP @JoeBiden @RepMaxineWaters @TammyDuckworth @OccupyDemocrats @cher,politics
72,1538927902691139587,"The positive testimony of #History  is that the State invariably had its origin in #conquest and #confiscation. No primitive State known to history originated in any other manner.
Albert Jay #Nock #government #power #politics",politics
73,1538922638545854464,"Why am I constantly being inundated with alt-right wing propaganda?  I'm the polar-opposite of the target audience.

Do they believe they'll recruit me into bigotry?  Jesus.
#politics #leftwing #rightwing #altright #democracy",politics
74,1538914595087257601,"One question, they say that 58% of now believe Trump should be held accountable for the attack on Jan. 6th. But what about Hunter Biden!"" #biden #trump #politics #vote @durbinwatson09 @TimHerrick11",politics
75,1538880949739732993,"@PTI_News #corporates who never hire 
The major cause of #unemployment in #india r backing a #political party as if so much has been dn by themselves 
Disheartening,These #corporates jst dnt hire n Commit to #politics 
अगर ये #नौकरी ही दे रहे होते तो देश में #unemployment की ये हालत न होती",politics
76,1538866104944164864,People who don’t support sex workers have no understanding of how capitalism affects the lower class #politics #democracy #capitalism #youdowhatyouhaveto #Democrat #isaidwhatisaid,politics
77,1538850702595919872,"Being #Texan is an #abnormal #lifestyle   

#RepublicansAreTheProblem #Republicans @tedcruz #homophobic #politics #Biden #Democrats #news #BreakingNews",politics
78,1538850280934187012,"The problem with our nation's government is that there is not one problem solver.  No one wants to sit down and work on the issues together.  It is political hate from both sides lead from the President.
@POTUS #news #USA #politics #inflation #congress #WhiteHouse #American",politics
79,1538847724187045888,"The 7 Best Political books this year.....I will include Bill Barr's ""One Damn Thing After Another""....#political #politics #BookReview #AuthorsOfTwitter #writersoftwitter",politics
80,1538812776763863041,"@ANI When there is absolute difficulty in matching to a dynamic #leadership, the fear of extinction grows, frustration sets in and sense goes off air.

But #India is determined to NOT LEAVE #PMModi for atleast a decade from now.

#Governance
#People #Politics #Civility #Democracy",politics
81,1538791628420304897,The death of any #Democracy comes when good-hearted people (majority!) give up dreaming for a better life and become indifferent to #politics and the common good.  #Putin and many other #dictators and #autocrats would love to see democracy  die everywhere!,politics
82,1538777037539770370,I’m doing this kind of experiment where I post left leaning things on Parler to see how conservative react…. So far not good… #parler #politics #liberal #Democrats #voteblue #therightcantmeme #conservatives,politics
83,1538760734804426754,"Peter Obi doesn't have what it takes to be the next president of Nigeria. The youths need him to rule but he has no wings to sit on that throne, #politics #Trending",politics
84,1538746205307424768,Sharing Views.1 #Democrats #Republicans #WhiteHouse #BidenAdministration #AOC #Biden #GOP #Trump #truth #Freedom #USA #politics #conservative #maga #america #donaldtrump #democrat #liberal #political,politics
85,1538738351217557504,"#BidenBikeFall was funny, but #Trump is a rapist. #CNN #FoxNews #politics #Biden",politics
86,1538730473916354561,"HOW CAN A POLITICAL PARTY KEEP ANYTHING 'RESTRICTED VIEWERSHIP' ONLY OR 'PRIVATE PROPERTY' TRESSPASSERS WILL BE PROSECUTED BUT TITILLATE THROUGH #twitter infomatics datamatics say?
BIZARREE BUSINESS MODEL! 
BANAL #Politics banal #political gimmicks.",politics
87,1538719970162401281,"“Rulers infallibly decide the religion of the people…the true religion is always that, on whose side are the prince and the hangman.” - Baron d’Holbach (1772) #religion #politics #history #power #society #humanism",politics
88,1538713497013342209,"Glory be! 😃 #Domains for sale:
𝘃𝗼𝘁𝗲𝘀.𝘄𝗼𝗿𝗸
𝘃𝗼𝘁𝗶𝗻𝗴.𝘄𝗼𝗿𝗸
𝗰𝗮𝗺𝗽𝗮𝗶𝗴𝗻𝗶𝗻𝗴.𝘄𝗼𝗿𝗸
𝗰𝗮𝗺𝗽𝗮𝗶𝗴𝗻𝘀.𝘄𝗼𝗿𝗸
.. because they do (Say them aloud)

Let's negotiate. PS: We LOVE bonuses 🥰
#ads #votes #voting #campaigning #campaigns #politics #political #zen",politics
89,1538704608700293122,"In 1974, Marcuse was asked if the New #socialist #radical #Left (anti rationalism and anti individual) was dead, he said “…it will resurrect in the universities.” 😂 boy was he right 😂 #politics #political #USA",politics
90,1538695091950329856,".
[ 5 ]
.

[ Now he writes to me ]

“Seryoga, prepare the work, I’ll be there in five days!” 

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
91,1538694514197643264,".
[ 3 ]
.

[ I asked him ]
Have you talked to them, what do they say? 

He replied that the army is throwing with zp, 
there are no normal weapons to fight. 

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
92,1538694148831776768,".
[ 2 ]
.

After a couple of days fighting as a contract soldier for Russia
the guy calls his employer
.

He came to the war a few days ago, 
today he writes that there is fucked up.
Refuseniks are leaving in Kamaz trucks. 

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
93,1538693710560387072,"[ Russia ]
.

Contract soldiers for Russia’s Special Military Operation
— not receiving promised payments resulting in many quitting   
.
story from the employer of a 
pro-Putin contract soldier
to a journalist 

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
94,1538693301557047296,"""Remember that history is not only about what happened, but also about what those in power want you to think happened"". - Laura van Den Berg

#Politics #History #life #RealityCheck",politics
95,1538693293088952320,".
[ 4 ]
.

Nevertheless, Baba Wanga reportedly said -

Earth will become uninhabitable by 2341
and The World will end in 5079

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
96,1538693020094177280,".
[ 3 ]
.

Baba Wanga was illiterate or semi-literate
and did not write anything down.

Most of Baba Wanga’s so-called predictions
attributed second hand and promoted by 
Russian social media users.

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
97,1538692759867035650,".
[ 2 ]
.

The poster was approved by -

Igor Tretyakov
Director 
Federal Penitentiary Service 

Vangeliya Pandeva Gushterova, 
(31 January 1911 - 11 August 1996)
.
known as . . . Baba Wanga
“Nostradamus of the Balkans”

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
98,1538692073540440064,"[ Russia ]
.
in 
Mari El
.

Prison management hung this poster,
from blind Bulgarian mystic Baba Wanga
.
Russia will become the ""ruler of the world"" 
and is recognized as ""the progenitor of all Slavic states.""

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
99,1538691530508144640,".
[ 4 ]
.

“and carried out explanatory work with threats of 
criminal liability for divulging state secrets. 
Social tensions among relatives of Russians killed 
on the Moscow cruiser continue to rise.""

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
100,1538691142551801857,".
[ 3 ]
.

“Upon learning of the relatives' desire to publish
information about the dead in the media, 
FSB officers came to their homes and places of work”

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
101,1538688257663410179,".
[ 5 ]
.

598 . UAV operational and tactical level
235 . MLRS ( multiple launch rocket system )
216 . aircraft
181 . helicopters
130 . cruise missiles
98 . means of air defense
55 . units of special equipment
14 . ships | boats

.
#Politics, #News, #Russia, #Putin, #Ukraine",politics
102,1538687750148325379,".
[ 4 ]
.
as of Sunday, 19 June 2022

Russia military loses since invading Ukraine,
on Thursday, February 24, 2022 

3,577 . combat armored vehicles
2,523 . units of motor vehicles and tank trucks
1,468 . tanks
745 . artillery systems
.
#Politics, #News, #Russia, #Putin, #Ukraine",politics
103,1538687134835548166,".
[ 3 ]
.

Russia’s Ministry of Defense 
Last update Saturday, March 5, 2022 -

1,351 Russian servicemen killed 
3,825 wounded.
.
even then those numbers considered vastly underreported

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
104,1538686813799342083,".
[ 2 ]
.

Only twice since Russia’s invasion of Ukraine,
on Thursday, February 24, 2022 
have Russia’s Ministry of Defense 
announced its number of dead troops.

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
105,1538686457254187011,"[ Russia ]
.
as of Sunday, 19 June 2022

33,600 Russian troops died in Ukraine,
since beginning of the war.

in Bakhmut and Zaporizhia, 
Russia lost 250 troops within last 24 hours 

— General Staff of the Armed Forces of Ukraine
.
#Politics, #News, #Russia, #Putin, #Ukraine",politics
106,1538672994012250113,"@dpakman Biden falls off bike.
Pakman - but but but what about the Trump ""is that a wrestling game?"" in the background? #biden #trump #politics #vote @xeftones @sciblue27",politics
107,1538624842487971842,"#politics #headlines #elections

A hung parliament, 'democratic shock' in #France. 

Now there's a novelty, a fine addendum to the age of disruption.

These days, world is getting more fun by the hour. 😏",politics
108,1538621746525442048,"Go #woke go broke.

Once #fortune companies and the #Left #politics realize their bottom line is decimated, allowing non-woke companies to take over (#capitalism by the way), watch how fast the woke-left/radical-left get tossed to the side.

#trump2024",politics
109,1538617638741585920,If @VP were married to @RickRoss would she still have been Vice President nomination for #Biden ? Don’t over think it! It’s a obvious answer. #USA #Elections2022 #vote #politics,politics
110,1538616970412695559,"With the indices crashing and #crypto dropping like a stone this weekend, 

The markets are up for another volatile week! 

Stay safe out there, and remember! Stay true to your system!

$SPX $DJIA #indices #inflation #crash #Biden #POTUS #politics #FED #POWELL",politics
111,1538612754738814979,"On #YouTube, the top #News &amp; #Politics videos for 2022/06/19@12:00 are from:
1. Fox News
2. Late Night with Seth Meyers
3. Jimmy Kimmel Live
4. The Daily Show with Trevor Noah
5. PBS NewsHour
6. LastWeekTonight
7. NBC News
8. Skip and Shannon: UNDISPUTED",politics
112,1538612598031233025,people always talk about biden’s they/them army but what about Trump” a good post. #biden #trump #politics #vote @tree_h0uze @Chuckrapp73,politics
113,1538608246201671682,"Wanted #Nupes to gain more seats, not Marine Le Pen. The important thing in #politics is that there is fairness vs corruption. #Democracy is supposed to be for all the people, not just corporations, billionares and their entourage.",politics
114,1538606437043150849,@TheAmberPicota I share #political ideas from the #pulpit all the time. They are the #politics of the Kingdom. I vehemently oppose partisan speeches that people mislabel as #sermons. #IHearYou,politics
115,1538601979555069962,"About #Biden and his bicycle:

You know the Secret Service hates him making them run around in the heat in their gear when all the motorcade vehicles have air conditioning . #politics #NEWS",politics
116,1538592969879592963,"Socialism: A very short introduction
(2005) : Newman, Michael
isbn: 0-19-280431-6
#cuba #history #philosophy #politics #socialism #sweden
#my_bibtex",politics
117,1538587145857810432,"@ImranRIiazKhan8 No, I will not. Because I believe that #PMLN is a better option for #Pakistan. 

Current problem faced by Pakistan is not #politics but #economy. 

I’m sorry if you disagree. To have your own point of view, liking or disliking is the actual #democracy . 

Thanks !",politics
118,1538572403047276544,"So #ElonMusk maybe it is a Mongolian Yurt that will fold up faster than Origami if you went about trying to weed out fake accounts without touching the real fake issue: #Politics and #Political personages.
THE PARASITES THAT CONSTITUTE A QUAINT SYSTEM OF 'TRIBUTE' PAYMENT: &gt;",politics
119,1538550109046198279,"As protests continue at Justice Barrett’s house, the #Biden #Administration fails to do anything to ease tensions.

#BidenAdministration #BidenDestroysAmerica #BidenIsAFailure #politics #NEWS #news",politics
120,1538527782627680258,"With every affront, we steal a little #liberty from ourselves. 

#politics #misdeeds #infringement #news",politics
121,1538527152022364169,Whole lotta crazy shit going on in this world #ukraine #russia #china #usa #politics #democrats #republican #stonks #crypto 😡😡🤬😡🤬😡🤬,politics
122,1538523022457462786,What happened to Biden? Everybody is talking about impeachment. #Biden #Politics,politics
123,1538519239988064262,@jonronson Apparently nobody has read your book.  The psychopaths abound.  #politics #capitalism,politics
124,1538507311223689216,"Election Day, Colombia:  Here is hoping for a better, less corrupt, more peaceful future.
•
•
•
•
•
#elections #politics #peace #corruption #policestate",politics
125,1538454394118627329,".
[ 2 ]
.
The Two Ukrainian Azov commanders 
.

Svyatoslav Palamar .. (call sign Kalina) 
Deputy commander of Azov

Sergey Volynsky .. (call sign Volyn)
commander of the 36th Marine Brigade 
of the Armed Forces of Ukraine 

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
126,1538454160835653632,"[ Russia ]
.

Two Ukrainian Azov commanders 
that surrendered at Azovstal in Mariupol,
transferred to Russia, from the self-proclaimed 
Donetsk People's Republic (DPR),
allegedly for investigative actions 

.
#Politics, #News, #World, #Russia, #Putin, #Ukraine",politics
